lat,lng,demand
-7.909844141,111.9924592,4439
-7.770920849,110.3965905,703394
-7.523826993,110.3366553,9926
-7.819972434,110.2571621,8495
-7.870550784,110.1526278,91855
-7.276644072,110.217317,5059
-7.960201224,110.3421599,16418
-7.830871652,110.4704053,21927
-7.6972784,110.3394512,10561
-7.37740167,110.1786681,6704
-7.647685269,110.413298,4864
-7.897729221,110.3731424,13633
-7.490728705,110.2101917,27814
-7.820561237,110.3839057,98378
-7.846393679,110.3639787,34922
-8.019728832,110.5173922,14473
-7.737375046,110.3628411,93234
-8.647236604,115.2479634,349669
-8.533192546,115.0866037,20641
-8.627180668,115.2386837,13749
4.626279521,96.85036325,82337
5.3033777,96.0143623,12928
4.285542631,98.06000003,82216
5.541211816,95.30521249,6863
5.089813608,95.36547862,4375
5.514628347,95.31888356,63435
5.195260721,97.0880145,66555
-1.548212761,116.3302148,34582
-1.257352274,116.860152,503200
-8.392386443,114.7473564,13814
-8.203573451,114.9362771,49131
-8.412959578,115.2806579,30721
-8.352423345,114.555462,1817
-8.350310067,114.6211947,11458
-8.521339619,115.2556072,64915
-2.225172165,113.9244544,361564
-1.895132444,113.3433167,29222
-2.728061695,111.7269015,18901
-6.350303675,107.3559825,203290
-6.293653359,107.4443977,2231
-6.403353201,107.4447143,694687
-6.268066226,107.0098518,4550
-6.238057057,107.5631727,25576
-6.276831024,107.0017252,319783
-6.359836131,106.9263662,35068
-6.335486839,106.9948862,1011
-6.47276059,107.0616044,84528
-6.408329944,106.9748406,825477
-6.244374003,107.1082772,49835
-7.666730415,112.8822077,1154
-3.844209451,102.3322194,15642
-3.805813845,102.2694125,192615
-3.380681016,102.1492136,10238
-3.280432739,102.8678887,1668
-3.29682371,102.8587879,93654
-4.33854,119.96517,17355
-2.941586178,119.3747116,11828
-3.000745739,120.1958477,24005
-6.81530481,106.7697925,6335
-6.867988591,107.0911242,416766
-6.977692692,106.7189305,5977
-7.420361297,106.7537085,5664
-6.948556512,106.8852762,3943
-6.925536556,107.128523,18507
-5.176562202,119.4412681,172275
-4.006462168,119.6306558,23444
-3.504553536,119.0170663,21546
-5.128048616,119.415302,386780
-4.03417973,119.6300425,2978
-7.827787362,112.8668987,1709
-8.130966075,112.574187,183330
-8.20539896,112.444019,10046
-7.976827158,112.6224277,28619
-7.569792919,110.8329662,66
-7.739282746,110.5083337,54179
-8.16347391,111.0535138,4360
-8.16842753,111.2720719,30445
-7.54060776,110.7898078,5536
-7.351842459,110.914281,1293
-8.149913089,111.0483718,6389
-7.377129336,110.7544359,23380
-7.894435677,111.10094,2919
-7.638839708,110.6627563,1144
-7.565445821,110.7771402,427
-8.06366636,112.60108,12637
-8.173723088,112.692372,123426
-7.722759915,113.0040293,5011
-7.71046206,112.9059518,33628
-7.948296013,112.6297327,35543
-7.951571293,112.610579,82094
-7.868225522,112.3704727,18218
-2.303274279,102.7221021,58953
-5.327711452,122.5327386,2380
-4.177278167,121.6132676,20266
-4.773041413,123.1622902,13924
-4.820974199,122.7307602,54757
-4.156633632,121.9144801,17316
-4.7172,122.8455,3687
-4.045224867,121.9044215,11770
-6.175924066,106.786973,305075
-6.244915383,106.78584,27134
-6.1842972,106.966007,329
-6.177205289,106.8731147,11350
-6.244915383,106.80977,60901
-6.314473574,106.861559,25678
-6.368459092,106.8203095,46914
-6.231772669,106.8889411,10407
-6.235933827,106.7799538,69632
-8.547892805,116.1124579,48061
-8.500949049,117.424954,24476
-8.742716546,116.2382923,288015
-8.606088696,116.2990389,58931
-8.598074177,116.1140259,129855
-8.810533738,116.2967016,21997
-8.623362647,116.4015602,58155
-8.610234513,116.5056047,21068
-6.721733422,108.5695366,66793
-6.914405287,108.4846517,93555
-6.746469263,108.5414217,9
-6.435121483,108.2407842,14728
-6.983200813,108.3098707,60393
0.63435847,122.5639942,1461
1.461755833,124.9262433,4246
1.244264719,124.6152465,15872
0.642476721,122.9856991,39432
0.548139251,124.0170244,3913
-3.200659694,116.0305129,18940
-6.439978249,106.909341,20472
-2.609233532,115.2853207,1639
-2.470970838,115.2096299,1231
-3.664736992,115.7155673,14465
-3.604851759,114.6227825,1279
-2.167533355,115.4037807,97687
-2.879933779,114.9462796,212
-1.213876009,116.8274489,65755
2.150719919,117.4911617,280550
-0.237769249,115.8149786,30803
0.57788619,106.7610586,238
0.098338087,102.085533,2732
0.008859782,102.114825,87150
0.669933028,101.6020865,67718
-0.372060857,102.5453633,5541
-7.968660067,110.93446,44508
-7.348582806,110.5097438,8661
-7.6814016,110.613458,161
-7.626411773,111.0010736,27660
-7.505792034,110.5509745,24532
-7.594766806,110.9423469,187420
-8.193238449,111.0786721,1304
-7.692243882,110.5013285,22222
-7.456385999,110.5489933,138246
-7.57385,110.82167,2047
-6.19121561,106.1234308,297
-6.189190025,106.6677383,511576
-6.213808096,106.8008186,18689
-6.244235055,106.7528482,1070
-6.265090029,106.6764473,3900
-6.231308247,106.7453388,12458
3.497185121,98.6029673,2702
3.874672172,98.42798762,980
-3.415725769,115.9981862,92351
-3.326782172,114.4633491,3034
-3.348975965,114.5625382,110
3.684938541,98.66041677,79961
3.603010649,98.70536472,27937
2.269631641,98.74487173,14332
3.334688298,99.01466486,3612
3.576731698,98.62636247,121584
3.582737868,98.72044724,20166
3.592815686,98.65711624,106476
3.575373058,98.6490481,92769
3.58362028,98.64455552,1536
-3.553529419,104.2685609,712
-3.025277183,104.777174,45252
-2.949505663,104.7958355,6967
-2.978465481,104.74203,69914
-2.986558329,104.7621508,703893
-4.133580105,104.1798818,18169
-3.752692413,103.6510803,1297
-7.033036097,110.367219,785
-7.092632186,110.8345801,17619
-7.14174017,110.4074134,117678
-7.072304378,110.6821283,65764
-7.604283069,110.1992336,13937
-7.895814066,110.334,125599
-7.496279673,110.2686699,3633
-7.892821391,110.3416578,2355
-7.93976659,110.2228455,11423
-7.720661547,110.3251414,16100
-7.465353382,110.184002,21368
-7.380903694,110.3168461,121784
-7.854207071,110.0102279,8164
-7.993383985,110.3137926,3621
-7.856553974,110.3428347,7678
-7.914325498,110.2230089,9948
-7.545301274,110.1669798,12079
-7.964514974,110.6021194,106024
-7.842326888,110.3918283,21774
-7.7805281,110.3672725,446
-7.666923218,110.1525176,1587
-8.001369033,110.662065,2975
-7.592789107,110.2209551,1241
-7.801637298,110.3930767,71737
-8.561179204,115.1726892,814169
-8.172909712,115.0968582,15650
-8.174628185,114.749253,26643
-8.358657885,115.2231504,5276
-8.609778294,115.2625491,114921
-8.361850349,114.6273345,58625
-8.554657909,115.4429263,9718
-8.511771925,115.514314,29838
-8.69805128,115.2194471,87648
-8.659261784,115.1850208,170790
-2.520478063,112.9512666,7604
-2.274478,113.94622,23887
-2.431819345,112.2038853,10454
-0.628953199,114.5709018,8274
-3.0169348,114.3926538,69812
-6.304755289,107.2953263,51819
-6.052779082,107.3535465,7711
-6.42605863,107.0826122,5045
-6.163957647,107.299079,54001
-6.314564134,107.0090535,30393
5.042270347,97.62678884,8462
5.542036693,95.33315858,10094
5.5364639,95.30523584,10099
5.189071539,96.49931515,6139
4.159294703,96.13049381,138488
5.555449806,95.31594835,134240
5.529069007,95.27962086,68442
4.760703335,96.91019957,27305
5.247201513,96.25932658,12459
5.540996406,95.31989066,131292
3.3097238,117.6236471,270
4.154144005,117.9003673,24402
0.530138305,115.2313647,2055
-1.235121622,116.8262398,61510
-0.60234265,116.0619149,7808
-3.815440568,102.2996185,5955
-3.810686201,102.2874018,392070
-3.18619996,102.9594082,43360
-4.021134672,103.2514724,2543
-2.541191181,101.106618,11464
-3.462131644,119.1469534,47351
-6.8679143,106.6892145,1009
-6.923943322,106.9270537,175383
-6.830775542,107.1388756,31694
-6.803109893,106.7942105,79405
-6.739583613,107.0601811,94117
-7.034264141,106.9418772,1452
-6.816733186,106.6650249,9994
-6.956165383,106.8330211,32849
-7.273743571,106.6255931,38109
-7.37656235,110.7130677,75638
-7.599026112,110.8098615,54052
-7.667948872,110.5554412,6212
-7.545368775,110.6894998,16878
-7.517592145,110.7773624,42754
-7.695516037,110.7014822,83781
-7.663134692,112.8401952,60094
-7.893389164,112.6671145,585208
-6.21803253,106.9860723,221855
-6.38033884,107.4955091,131897
-6.293383367,107.0240057,2467
-8.657755276,115.2127323,77377
-5.499261024,122.8526874,23827
-3.383058864,122.1442002,9992
-4.069179844,121.5712799,6525
-3.985006883,122.5151939,1329893
-6.185148148,106.8465406,2690
-6.225349674,106.8782319,19623
-6.33028368,106.8703588,90973
-6.188760913,106.9514979,181876
-6.161061684,106.9053277,206991
-6.246413856,106.8325664,39723
-8.681205781,116.2315552,31177
-8.552352383,116.6266088,37215
-8.591226954,116.1207161,193245
-8.538826259,118.6965597,810
-7.017337949,108.63491,63961
-6.837359428,108.2338002,855
-6.718388201,108.5342028,39728
-6.790386109,108.3422031,13363
-6.7425911,108.5403244,939174
-6.711499805,108.5597456,2104
-6.822181757,108.2523938,44726
-6.770276932,108.4140164,2981
1.184177209,124.5718608,9355
3.609678858,125.4919997,30898
-0.502194515,117.1531899,111656
-0.542716916,117.1138121,297124
-0.475473369,117.1500339,196037
-0.457373738,117.1578151,589225
-0.334111591,117.1099016,55743
-0.839395926,117.2301394,15004
-0.416134277,116.985669,60512
0.452738709,101.4053884,132133
0.400334761,101.85383,100556
1.006917697,102.7068778,40782
0.563098777,101.8244846,13169
1.660634435,101.4388132,20438
0.81820259,100.4263678,5745
-7.359238271,110.5172191,24735
-7.562689681,110.7750051,27295
-7.981475668,111.1813759,9381
-7.318442173,110.504035,74941
-7.617254302,110.699536,69737
-7.359085855,110.850402,30327
-8.185720028,111.1061008,1013
-7.404155835,110.5277453,27872
-7.326997728,110.9610439,22309
-7.809188624,111.1337426,9263
-7.748819621,111.0125134,7190
-6.320991994,106.7472191,117873
-6.231063492,106.7285592,3143
-6.348776458,106.6964229,17046
-6.28774122,106.747539,23203
-6.2254468,106.7610586,8777
-6.306399528,106.6781813,23388
0.49055424,101.4757396,97176
0.961687222,102.0590943,28598
0.494950526,101.4317513,172380
-0.371346642,102.2722228,85892
0.488318181,101.3869536,5316
0.392384099,101.3520357,19595
0.51110625,101.4115184,90906
-6.19462647,106.8480599,4515
-6.196638455,106.7491747,7624
-6.131679594,106.8387,972
-6.211012547,106.8122519,10779
-6.137681964,106.7309396,735790
-6.222475867,106.7998601,223019
-6.228808195,106.7576047,41
-6.362057524,106.8887246,29159
-6.137641206,106.8428968,193012
-6.11281161,106.7440325,1398011
3.47569,98.52444,2525
3.071298314,99.5279845,1448
3.706176634,98.62947193,903
3.546157257,98.72610171,330484
3.562534792,98.70123458,167642
2.95842,99.06715,245
-2.279488245,115.2994069,10096
-3.601295851,115.9316119,34061
-3.804069864,114.771462,5611
-3.876333902,115.179673,1024
-2.430778415,115.4227016,2313
-2.781978818,115.2637529,853
-2.87778,115.22668,110
-2.339331008,115.4636707,31108
-2.417257181,115.2487095,19129
-3.272694434,114.5987359,1146
-2.806734787,115.2592727,5703
-2.664125442,115.3381301,392
-3.32441301,114.590477,1303701
-3.431204972,114.7278035,329
-3.370592761,114.6299935,2753
-2.33694,115.37797,241
-3.422010623,116.0032672,43850
-3.407049385,114.8484596,44751
3.12091359,99.57524017,6712
3.222449541,99.58310247,23717
3.592894328,98.66357171,75350
3.60926481,98.48643873,286728
-7.501656743,112.520488,3736
2.656802259,97.99636398,36948
-2.762150501,103.6550344,40435
-3.841481033,104.891426,74256
-2.93528995,104.747666,338
-2.847637335,104.2269763,19534
-2.937484568,104.7834466,299583
-2.919057281,104.5419269,22622
-3.459414007,104.0611655,1585
-4.316510812,104.3481966,26500
-7.131992665,110.4090771,113980
-6.633939423,110.7303816,19212
-7.102767142,110.2744818,45156
-7.028062013,110.5039633,130370
-7.026222886,110.4274712,50756
-6.823823664,110.8524815,33672
-6.211531778,106.1349244,12111
-6.20852554,106.5662846,5992868
-6.234102647,106.5319351,3856125
-6.2857655,106.7292823,128992
-6.3141595,106.7379826,118
-6.901143435,109.1173401,14587
-6.976001113,109.6859669,6796
-7.035392876,109.1359226,45825
-6.870290596,109.5530608,50007
-6.963553343,110.0163403,16808
-7.0134125,110.338914,221
-6.871207503,109.621934,16144
-6.869634767,109.1199171,74486
-1.935484436,105.3449042,4016
-6.464405269,106.7592023,38221
-6.382395516,106.829547,53258
-6.745607441,106.7991248,23250
-6.587266277,106.7968162,70975
-6.381177755,106.8979654,34564
-6.567099833,106.8173493,51895
-6.573156572,106.8118533,53132
-7.196625329,107.8910527,26757
-7.371200152,108.5424084,144977
-7.213484558,107.9109173,125444
-7.315642834,108.1309687,20474
-7.219030295,107.8326666,16290
-7.634909486,108.7412803,12099
-7.219120817,108.18454,59566
-7.174232457,107.9842058,62849
-7.689546251,108.5099239,10847
-7.226147649,107.9188525,1056
-7.5260424,108.6981947,32408
-7.182656252,108.4360673,16879
-3.033514115,107.7131273,2875
-2.743882357,107.6689013,25091
-2.503991515,106.4118264,48217
-2.288384691,106.0599345,6520
-2.663081912,107.6593492,23235
-2.115189041,106.1019169,36735
0.797510912,127.3700929,59444
0.782315697,127.3852783,143417
1.719808146,128.0095211,65098
-6.936632247,113.4876236,6665
-7.21504737,113.3420914,9798
-7.247093097,111.5400186,3217
