lat,lng,demand
-6.967968344,107.6138611,68239
-6.643589666,107.384629,43366
-7.031336932,107.709073,70948
-6.562073194,107.7550376,110800
-6.91587088,107.6107997,18395
-7.062731154,112.572445,20342
-7.375182868,111.8466884,2353
-7.004388879,113.8643049,27992
-7.25412741,112.6790668,992
-7.3468214,112.75739,22198
-7.557861477,112.6056836,21406
-7.470557416,112.6560487,13895
-7.035412916,113.5513633,19561
-6.928739507,112.0619449,14993
-7.010868176,113.8641552,19943
-7.138867341,112.0840908,11458
-7.778932175,115.178407,11038
-1.224248579,119.370471,52777
-1.720497575,119.3340636,13954
-1.29034738,122.5405382,1072
-2.686523825,118.8796844,38005
0.1292723,120.1216238,3840
-0.919460018,119.879953,203729
-0.683226689,119.8365747,4322
0.364081178,119.9679092,11727
0.505326137,120.8813305,31146
-7.919739177,111.95515,57897
-8.173698133,111.783989,34638
-8.11587002,112.0111407,7824
-7.855657431,112.1539583,6527
-8.055356705,112.4060166,3472
-7.71579099,112.016747,15943
-7.6666735,111.7100954,1471
-7.766578396,111.5220485,43739
-7.398423652,111.2347189,2904
-7.466239019,111.3603734,2045
-8.06071,111.8891,8175
-8.044221915,112.2990055,4222
-8.075687279,112.0632981,35842
-6.937519542,107.7363314,62018
-6.7601384,107.4473119,3069
-6.917235404,107.565951,68358
-6.801532037,107.9441019,2939
-6.680097499,107.7051703,48624
-4.006519899,120.1710209,44823
-1.37223012,123.1437851,4008
-1.788854768,123.5345963,3170
0.977983305,121.372772,3505
-2.693814095,121.913446,6031
-1.680802705,120.5210823,20796
-1.112355454,121.5762762,8335
0.926007071,120.7188988,11199
-4.797740363,121.8512418,12380
-4.07486625,121.5292842,16080
-3.79528244,121.612066,9284
-3.245407382,121.1519528,8643
-3.525288469,121.886,40211
-4.114414695,123.0950543,687
-4.262672358,122.420841,15931
-5.430029868,122.6752717,13407
-4.000394694,122.53262,58340
-4.939481711,122.6386494,7127
-4.817473027,122.4931425,4130
-5.570660825,123.7847441,3806
0.444238389,123.9328941,3612
0.719444279,124.5122159,1464
3.550676651,125.5413145,2970
4.225578882,126.7816132,2189
1.170311771,124.8441758,2453
1.25468186,124.854173,12680
1.010284166,124.7218962,5174
-3.263521897,102.879357,37387
-2.97335294,104.7328168,475834
-3.452833032,104.2293878,35684
-3.635767378,104.0017329,79521
-2.444029961,103.8297046,78230
-4.100659297,104.0938746,36890
-4.068843337,104.5679862,51450
3.234237548,99.47563895,38958
3.480842731,98.69435114,282317
-3.209886239,103.9882872,15212
3.627720856,98.66799658,589805
1.396311455,99.28079543,34142
3.710688448,98.22034671,87077
2.349950926,97.84706143,12898
4.529987346,96.85913501,17863
5.014821925,97.18201398,44748
4.767324095,97.0071373,13269
5.093667114,96.60625373,39518
5.558258131,95.32792815,113276
2.735607072,97.93724114,12756
-8.58338499,115.1884266,175433
-8.293572835,115.3468389,21403
-8.200296298,114.9625858,23008
-8.480475756,115.2875542,77815
-8.312529523,114.6826393,32101
-8.374190184,115.5300677,38394
-8.666527568,115.4934683,24850
-8.66835472,115.2208663,292154
-8.428209932,115.0787793,50157
-5.998044015,106.0192768,167482
-6.123383285,106.1662996,805506
-6.182868726,106.6518215,2125252
-6.301846643,106.7073394,930078
-6.642091418,106.2128539,246751
-6.590222319,105.7430889,65570
-6.174620191,106.5185138,26500
-4.34865939,103.0237304,9810
-3.426369416,102.0156309,7107
-3.827695018,102.3126897,125443
-7.901667745,110.3546953,173163
-7.994225412,110.6120585,62870
-7.803291175,110.3743533,72195
-7.818855825,110.1674111,56391
-7.715431313,110.3834932,424302
-6.165608321,106.7484014,679957
-6.181229904,106.8350765,277273
-6.272677073,106.8100106,1864980
-5.70009569,106.5793231,91623
-6.255367663,106.9002722,815041
-6.129211442,106.8690784,494553
0.655598789,122.3258813,4058
0.533129153,123.2911452,5247
0.693796949,122.710765,1009
0.886094191,122.6600149,4846
0.539453749,123.0557941,62729
0.688121367,121.7110372,3168
-1.749720722,103.0960552,24747
-1.617001945,103.6002242,266169
-2.113350465,101.3411136,10809
-1.609179817,103.7451914,30695
-1.071068038,103.11332,25983
-1.219829147,103.9673352,16211
-1.310191481,102.3612472,22536
-7.099966122,107.6108666,20936
-6.897043829,107.4149774,592471
-6.215361016,107.1206501,253745
-6.560001907,106.7675222,49031
-7.290515229,108.4285994,159738
-7.133604288,107.1577477,424768
-6.745629962,108.5515202,50751
-7.359508555,107.7889247,132482
-6.448796116,108.1685951,233127
-6.251988376,107.3542206,191304
-6.919135658,107.6366004,2141561
-7.376303449,108.5665025,179241
-6.280226976,106.9756847,1603728
-6.997316687,110.4228227,69335
-6.297009431,106.6631877,14871
-6.068897628,105.9186993,1362
-6.336975311,106.1652266,388219
-6.130697293,106.2075857,57624
-6.584698245,105.868249,266
-6.266308529,106.7449751,45795
-6.30632863,106.1084973,40915
-6.232430462,106.2039673,5689
-6.901490113,109.6634163,82412
-6.890371308,109.6835405,11157
-7.010231258,109.9232256,160151
-6.888212,109.703323,106
-6.953821692,109.5118951,7278
-6.913475701,109.7428826,13462
-2.063549969,105.1603269,17361
-1.864657447,106.1171126,55631
-6.523914707,106.778573,749
-6.470139527,106.858757,122802
-6.507555712,106.8360195,133
-6.333764205,106.78162,11399
-7.392691922,108.0339561,7373
-7.682189785,107.8221012,480
-7.038460011,107.9766445,54377
-7.618117174,107.6715995,937
-7.214795822,107.9041176,124543
-1.663277752,105.7989955,34618
-2.13155945,106.128671,1646
1.3121235,128.0102363,14337
-7.239272196,112.7487364,24754
-7.26371628,112.6471045,350
-7.268772696,112.7471503,830
-7.043477441,113.9123274,17255
-7.094786528,112.4254902,2816
-7.301468567,112.774087,3805
-7.4584341,112.447804,225
-6.727977664,111.4744207,277
-7.15004085,111.5860373,94702
-6.686286783,111.0739634,28302
-6.544280393,110.715412,50862
-6.954839152,110.2215545,7041
-7.130833155,111.0467127,14656
-6.59478,110.67663,1360
-6.933118087,110.6638385,1607
1.5831,110.2251,6289
1.139968689,104.0127956,102198
1.151429887,104.027862,33384
0.918636155,104.461353,36694
1.107285494,104.0544018,39222
-7.400465677,108.4320837,1783
-7.32515904,108.0685969,1827
-5.331647218,105.2900418,15829
-5.473888338,105.322054,11544
-4.949480159,104.0069512,11221
-5.411383158,105.2940554,904766
-6.841917682,107.9236858,52539
-6.897156582,107.6130483,1865
-6.878967171,107.5389009,75828
-6.93340092,107.6102738,1744
-6.917899173,107.6972513,37047
-6.951899264,107.630492,30514
-6.564189491,107.7569758,40179
-6.289378581,107.8176062,236577
-7.124098935,112.2933547,353
-7.203378637,111.9598107,12627
-6.987588161,112.928305,11839
-6.90138162,113.4343388,19300
-7.507010687,112.6796436,5901
-7.049367961,112.0992882,37925
-7.321406508,112.785443,3
-7.252073152,112.7316696,37047
-7.119136786,112.4126533,107026
-1.519007319,119.890004,23831
-1.450285314,123.2913483,3592
1.096358201,103.9713121,4113
-7.89045193,111.4774661,7865
-7.451570735,112.2262458,4881
-7.757428504,112.1887184,131106
-7.683433948,111.3404347,2439
-7.678802839,111.4821908,21929
-8.090947097,111.7495201,28668
-7.684117796,112.2977928,754
-7.727221969,111.9651189,5563
-7.636959326,111.5233389,186367
-6.645102047,107.3732416,5135
-6.921747113,107.6235014,2778
-6.3187262,107.6412019,8938
-6.816085594,107.6186802,77782
-6.452254584,107.6855001,55268
-0.950776447,100.3861783,6660
-1.5888475,100.6467004,2743
-0.226706904,100.6498724,3904
-1.112496705,101.725408,28064
0.676349338,99.69605619,20771
-1.6760692,100.7501275,14390
-1.908159598,100.8759793,16719
-7.931896243,113.8375847,4543
-7.823895423,113.1561724,7970
-8.227624459,113.6660586,6035
-8.27758486,113.5303264,27697
-8.209799782,113.6035822,31778
-8.345743904,113.5476965,10330
-7.844497077,113.3623476,7828
-7.196957596,112.35026,21250
-7.742188798,113.7273381,865
-0.927071252,100.3897511,28365
-0.921510339,100.3524004,7806
-0.902497559,100.3633643,18842
-1.452668024,100.6044036,1407
-0.576315201,100.1985641,4825
-0.887169972,100.3980661,5121
-0.912930761,100.4235113,37810
-7.878050888,113.8244246,4598
-8.062145207,111.8986143,300545
-7.630634765,109.571406,13760
-7.360949813,110.726914,2
-7.731925994,109.0085931,6044
-7.405708994,108.8901227,1611
-7.46901236,109.8487366,13006
-7.408562802,109.8328695,9236
-7.398611786,109.7662971,13849
-7.574083235,109.6736034,3973
-7.45413917,109.3829291,2328
-7.389903793,109.3332734,54661
-7.425807821,109.5328177,12208
-7.601600419,109.3114333,5459
-7.317580506,109.054873,1624
-7.226468499,108.9314929,6789
-7.610763694,109.36088,56747
-7.392752593,109.3597738,53130
1.698465162,98.81783427,1953
2.978914747,99.6304419,61555
2.261902175,99.83040035,24809
2.213460025,98.97449766,4881
0.065168242,111.49278,141380
0.553177091,109.3759319,9273
1.168602001,108.9754271,127074
0.305800227,109.1077794,31499
-2.60523743,120.5326489,8489
-5.5445743,119.9426997,22214
-5.4382835,119.434155,1483
1.7259,103.5011,2280
3.5435,102.3122,1254
1.8578,103.0357,3841
3.149,101.697,3011
1.5558,103.7616,3538
-7.724692701,110.23423,10269
-7.711303,110.0085366,24927
-7.240123121,110.0609562,43755
-7.808918192,110.3257227,4240
-7.672012858,110.3129645,11113
-7.721836618,110.3004372,6847
-7.821056293,110.3269805,66329
-7.868155908,110.3998144,58915
-7.452791321,110.3471061,9921
-7.612519977,110.3000079,8736
-7.3260311,110.1948304,131
-8.477701217,115.4417889,14892
-8.651910148,115.2367412,7410
4.5958979,96.8173083,45
5.197541753,96.31775253,13086
5.1746652,97.4344825,1886
5.524529546,95.39493437,6527
5.193863339,96.59981477,804
5.875627428,95.33766647,3677
5.239394516,96.95365617,8580
5.565273885,95.3311871,56234
-1.209416321,116.8559304,1866
-1.274180968,116.8212326,12152
-8.544670513,115.1420542,52554
-8.35880264,114.6187935,49950
-8.640664629,115.217735,174318
-1.256612503,115.1211357,24
-2.516850286,112.4722039,13946
-2.016863082,112.8143861,18906
-6.169995475,107.1285168,10507
-6.217827573,107.0184424,9561
-3.244023208,103.0167936,3620
-4.459669397,102.9169703,45847
-3.786925289,102.9621272,4481
-3.841095749,102.3235189,13498
-3.246199314,101.6761222,11843
-2.838419276,101.4129181,14443
-7.354478744,106.5556122,14611
-7.127765272,106.7151766,976
-7.318356244,106.6101555,415
-6.921869597,106.9283213,114547
-6.851168415,106.7635637,24147
-6.809720706,107.2322832,7472
-3.376963913,120.3647635,96970
-2.572759595,120.7057254,2637
-5.53570139,120.1501925,1837
-3.806691043,119.7036221,306
-5.117587929,120.254007,24113
-7.644264198,112.9153868,1390
-8.281412435,112.6481505,3691
-7.940401682,112.6066762,92406
-7.842309907,112.4706964,41248
-7.844251525,111.0628718,7632
-7.88907388,110.9628867,2741
-7.445753622,111.0244384,31134
-7.581142749,110.8221028,88703
-7.651459669,110.8715686,2822
-8.079199555,112.6502841,23278
-7.830988964,112.697245,99537
-7.938030274,112.6306798,17217
-7.927208135,112.5857062,58600
-1.199184244,103.7215767,9542
-2.06494089,102.2748949,31449
-5.628667164,122.7057916,5267
-5.46073526,122.6054509,128134
-5.255153675,122.5743328,27558
-6.261140462,106.815758,9967
-6.255548791,106.833457,2532
-8.372867959,116.6029996,12396
-8.582221715,118.9962965,32060
-8.452448555,118.7258216,131784
-6.745600252,108.3404151,16981
-6.859327644,108.7622639,5854
-7.010891978,108.5603233,3475
-6.430762466,108.072449,6487
-6.757521292,108.2611858,50515
-7.053998093,108.7340917,971
-6.92736966,108.4826887,4449
-6.472226388,108.1575793,42938
0.799414359,122.8803328,573
2.722994269,125.3606125,205
1.301891379,124.9077764,21437
-2.584993578,115.3856992,33297
-1.283516706,116.7423807,16399
0.136602487,117.4722378,18841
0.125428432,117.4834865,40974
-1.228482728,116.9550937,115620
-1.274586414,116.8313382,37499
1.192787427,100.2982265,59772
0.91155417,101.2416833,18330
-0.399241547,102.209726,1347
-0.480743865,101.6353037,258
-0.717801541,102.6878559,35422
1.403331342,102.0767977,21877
-0.063039601,102.2872421,14459
-7.768728505,110.58185,44652
-7.536705632,110.6045044,119616
-7.456651088,110.619976,10012
-7.770326447,110.3219817,258840
-7.816337134,110.9228874,99313
-7.384289855,110.4368809,7734
-6.040721981,105.9396888,14778
-6.281777246,106.7118045,11676
-6.179516877,106.6871734,97259
-6.22617316,106.8399438,82163
-6.219664282,106.7674648,13579
-6.156298969,106.7818017,39342
-6.147196963,106.9270426,708
2.333838707,99.06549264,1896
-3.690965419,128.20056,248317
-2.349795163,116.0045327,8096
-6.376830746,106.8034205,5081
3.620695,98.6845563,219
2.962462502,99.07294646,105099
-3.272210051,104.4151353,23635
-3.596727594,104.8102908,479
-3.659444942,103.7743087,19008
-3.00933481,104.810906,7084
-3.390725193,104.8301601,32293
-2.982030594,104.7547929,363210
-3.447594357,103.9678732,1479
-6.802920845,110.8284987,55940
-6.800378689,110.9988287,476
-6.956116784,111.4257381,26140
-6.48494003,106.3370506,2484
-6.350377456,106.2516344,43891
-6.243012609,106.6654154,8650
-6.017750344,105.9818152,519
-6.182424735,106.5827669,9620
-6.373897654,105.8262746,30179
-6.944122198,108.8959056,90232
-6.881678767,109.6081159,16548
-6.929551707,109.7312147,6637
-6.887029837,109.4739639,21024
-6.988807102,110.3169478,425
-6.990195546,109.0237588,9880
-6.966840433,109.1292379,1464
-6.894537819,108.8445181,17537
-2.050477846,106.0992289,56767
-2.737394088,107.6453777,27668
-2.79575942,107.7109357,573
-6.384360905,106.7828924,288
-6.502190887,106.7934685,1146
-6.3856809,106.7688369,64
-7.133030061,107.9030768,1186
-7.30815731,108.2194731,1792
-7.345340854,108.2164376,494631
-7.371610352,112.6006479,2490
-7.537905066,112.6938582,9392
-7.611423312,112.4773212,7774
-7.451821229,112.7129068,34213
-7.325532072,112.744133,196
-7.454943087,112.7146276,6064
-7.258493636,112.7906682,769
-7.058828129,113.6691006,2885
-6.56323524,110.6737971,5317
-7.129818506,110.7808501,12551
-6.80688364,110.845414,32454
-7.058318354,110.3863069,142182
-7.04244601,110.9460561,51262
-6.99471652,110.4599862,27031
-7.020620306,111.3079639,8400
-6.925397005,110.1206659,18902
-6.859657923,110.5963398,153009
-7.145893437,111.1362604,18711
-6.4897291,110.9003026,43135
1.127396807,104.0481439,76203
-7.645479777,108.4389714,4602
-7.111006252,107.8966022,17847
-7.213612779,107.8997569,43221
-4.014000535,105.2271322,816
-5.112608865,105.3123597,661816
-4.280929351,105.2229439,140863
-6.710606745,107.7537597,22430
-6.890243657,107.81319,61887
-6.941123815,107.6084753,2882
-6.957432278,107.5599551,48336
-7.098230182,107.7645318,14613
-6.963221543,107.5771541,774289
-6.871087586,107.5306175,5397
-7.291401701,112.7985275,162891
-7.302967529,112.6804461,159775
-7.397851829,112.5335144,2934
-7.032097772,112.7455169,15913
-7.0776416,113.1115742,1868
-7.093943114,112.8127227,2160
-6.806498089,111.8583198,4706
-0.888872373,119.8756988,436759
-0.873325229,121.5795689,35795
1.161281134,121.4330774,35435
0.92272,104.45352,2543
0.917071087,104.4533085,148685
0.90392813,104.4772738,180513
-7.830988419,111.9959421,20297
-7.573513039,111.4150971,37291
-7.816714815,112.0131487,62672
-7.699176406,112.1287429,10163
-7.650514573,112.1170803,13048
-7.768182341,112.1900296,235969
-8.09961949,112.1518363,4592
-7.826098969,111.523159,14539
-7.634993765,111.5347972,14249
-7.866430862,111.4665215,129319
-7.861200681,111.3484659,4821
-7.394975468,111.4468487,12497
-7.04933698,112.0055805,34949
-7.781657402,111.9880895,10578
-6.704392352,107.9574162,2642
-6.924395719,107.6457843,14860
-6.93553139,107.6428573,47342
-6.924626523,107.6059462,115502
-6.902837277,107.7920871,10696
-7.02367735,107.5435436,62787
-1.481207505,101.0526562,29345
-0.926248624,100.6301985,13732
-0.287912583,100.3702613,3331
-0.630309222,100.1267353,7666
-0.974302289,101.5313019,52469
-8.145896377,113.8670318,4832
-8.204485031,113.1692311,15866
-8.252175049,113.3436641,5261
-8.359813287,114.1548797,257074
-8.003239145,113.2504147,9519
-7.7728619,113.17416,848
-8.200320514,113.7161723,35043
1.75157934,99.936139,1245
1.386056303,99.26098519,72950
-0.027483623,109.3664205,7305
-0.106195995,109.3193545,61500
-0.03203273,109.3413684,525
0.80347079,109.4981527,16532
1.351981415,109.2811766,3689
0.9194166,108.9844183,1111
-0.065444176,109.3530136,42462
-0.025812388,109.2984913,3020
0.910939896,108.9866623,4310
0.63422281,108.9125323,23804
-5.192332493,119.4722526,50421
-3.409144564,119.3132127,2142
-5.57291606,119.5605185,6489
-5.1613871,119.4145526,15202
3.1456,101.645,2908
2.3043,103.7599,1497
1.5427,103.6487,2514
3.0757,101.6198,13213
3.0733,101.5054,8776
-7.825790648,110.7074236,6624
-7.89385164,110.3544329,430
-7.567996017,110.3009872,12721
-7.348452035,110.2832071,7434
-7.809807725,109.9520702,6343
-7.863714728,110.7383734,44660
-7.338360518,110.212949,7695
-7.493260087,110.2237633,180800
-7.331700532,110.1859713,114
-7.944596713,110.3122201,7478
-7.702155137,110.2420194,3173
-8.033639407,110.4333477,11588
-7.883441591,110.2830146,593
-7.807110301,109.8961545,11816
-7.731547778,109.9233668,92300
-7.586890309,110.3399797,11913
-7.417572505,110.244694,31143
-7.206899957,110.1472131,474
-7.782818653,110.3824772,32112
-8.671601599,115.1938377,107040
-8.7034298,115.1978578,44955
-2.7492925,114.2576998,512
-0.956412432,114.9024492,98515
-3.019494253,114.3922255,11198
-1.104065689,113.8670453,7406
-0.954507684,114.8966981,6895
-6.22569303,107.0013456,136958
-6.245427517,107.3507766,10284
-6.268617676,106.9715019,16349
5.312282482,95.9905975,255
4.4810706,97.9741413,785
5.55573547,95.32233201,23335
3.99029385,96.51278819,2788
5.182959844,97.14554926,48447
4.398841406,98.07137366,19052
4.484130859,95.77456139,3941
5.418675793,95.43746182,9924
2.850989174,117.3689377,139692
-4.909675278,103.537398,419
-3.37156942,103.1795076,401
-3.643159474,102.5760041,74056
-5.546572297,119.9494063,8170
-5.123229383,119.4184342,2605
-5.107640793,119.4849842,146
-6.832549,107.352308,9919
-7.100849715,107.1282797,18098
-6.918927699,106.9204737,643172
-7.849831474,110.57443,5088
-7.545510133,110.7429333,345337
-7.911017339,110.8627,3416
-7.776557199,111.0854812,2830
-7.7652503,110.833219,742
-7.940707028,112.6457083,11893
-7.953877788,112.657679,32819
-7.992152548,112.6161377,32715
-4.052566089,121.5908269,95674
-5.456779,122.60572,1484
-6.121369718,106.7878542,136331
-6.243322574,106.7815001,70865
-6.19112407,106.8228952,30979
-6.119647362,106.71588,13507
-8.678930543,116.1050611,12891
-6.75385461,108.4932308,117883
-6.61004649,108.4443116,9387
-6.988646942,108.2012069,5536
-6.825709407,108.2881551,655
-6.443193703,108.3527419,6154
-6.760993316,108.5642435,12853
-7.019060534,108.3604284,65826
-6.377158724,108.0277617,10140
-6.84074823,108.6915074,2146
-6.752046405,108.5564289,896259
1.509727315,124.8523507,2779
1.05518617,124.8,5678
0.592675934,124.0274241,8840
1.28856249,124.8796909,283
1.460532,124.9300543,402
0.585539152,122.920107,10826
-0.19010624,116.9686697,15189
-0.38906087,116.9852033,72186
0.474710672,101.4511691,268793
0.513361571,101.458982,8403
0.440048888,101.39339,1927
-8.190316417,111.1098397,21233
-7.628835211,111.084753,19281
-7.726267496,111.0685246,4073
-6.263679116,106.7315793,38315
-6.273775689,106.3459655,71238
-6.017894695,106.0607064,23382
-6.249711267,106.191594,448
-6.369293215,106.0999971,4108
-3.572204097,128.6541622,3896
-6.154488493,106.8467952,664
-6.160069647,106.7971806,523414
-6.299109657,106.7794633,18180
-6.27863415,106.6964094,421
-6.240241799,106.899286,116861
3.580086314,98.58060873,36379
-2.581221576,115.385198,85616
-3.414274544,114.8508024,99416
-3.991178892,114.6901088,1003
-2.982949965,114.7672565,2954
3.533076992,98.66981698,76394
4.106444567,98.22480071,12423
3.122521459,99.2870241,24737
3.10651086,98.48959678,29143
3.572373353,98.87585,47537
2.978687929,99.07659414,46322
-2.922250891,104.7657842,1006586
-6.96042,110.40191,175
-6.59092968,110.664771,41604
-6.304155369,106.6416749,178324
-5.939830678,106.0035167,1864
-6.160439705,105.8829912,766
-6.400116021,105.9807985,2455
-6.353579869,106.22583,13878
-6.221256982,106.2459625,591
-6.039278806,106.0671007,521
-6.9341,106.24834,564
-7.00883844,109.5056442,35463
-6.887378682,109.5160253,2983
-7.030753334,109.7995201,30397
-6.962767331,109.0549,38123
-7.025443729,109.9657709,6432
-6.396796245,106.745534,49870
-6.574711892,106.6324275,67556
-6.402194502,106.8367027,101859
-6.451190998,106.6957198,1930
-6.39449791,106.8202907,39983
-6.375847673,106.8285876,103375
-6.38947506,106.88271,170
-6.621572164,106.8175618,24716
-6.604445003,106.8026733,80109
-6.467348654,106.8455499,44859
-7.332798853,108.2105255,10097
-6.557772194,106.7709696,3563
-6.612494373,106.7082209,2226
-6.575879177,106.5457551,10929
-7.736108668,108.4004063,1693
-2.082505222,127.3891788,12473
2.050804925,128.2979096,47624
0.623652478,122.9784364,8438
-7.317462285,112.779451,469
-7.303469199,112.744055,6380
-7.451589192,112.5220751,17762
-6.961144951,114.0348974,1226
-6.967248319,111.7657484,389
-7.31746917,112.7728566,1034615
-6.990724466,112.4711703,41489
-7.24572732,112.7460459,923679
-6.9859884,110.37902,793
-7.076452583,110.2329139,4027
-7.387229018,108.1358717,3840
-7.336644667,108.3989028,9009
-7.426586896,108.1974978,21961
-5.350573761,105.2837652,39751
-4.847021362,105.4617554,167764
-4.599755177,105.1362441,19518
-5.29823733,105.5898202,28241
-6.855393612,107.9223676,142728
-6.3996736,107.79837,16188
-6.838865507,107.9272405,63238
-7.107277819,113.8000467,8886
-6.964641113,111.7152904,2829
-7.2624351,112.7921893,5772
-7.1517463,113.4852047,874
-7.438708008,112.7047735,11805
-6.894798737,113.0626041,15004
-2.070403518,119.2897206,111779
-0.429159465,120.0547612,17259
0.92032,120.80284,2968
-0.072386955,119.8515914,1514
-7.020510033,110.3481404,459
-7.66076442,111.8711851,11890
-7.924849461,111.5000447,22340
-7.958151079,111.9903268,27406
-7.652458718,111.5323433,126
-7.81361594,111.4646103,118877
-7.786866172,112.0014066,2394
-7.565236427,111.2975665,30833
-6.958589446,107.6050173,2669
-6.932852311,107.5963749,29754
-6.848333319,107.4820213,107696
-6.903052458,107.6380144,51207
-6.944084641,107.6954297,759056
-7.177250144,107.5759023,4337
-0.929056419,100.4039377,43085
-0.902540336,100.3599621,31250
-0.301853367,100.3756469,851
-0.26764887,100.1907296,3490
-0.311345929,100.3719876,10383
-0.303739333,100.3654641,720
-0.664883703,100.7592879,1640
-0.934410792,100.4307627,3038
-1.554981434,101.2447613,35149
-8.201009178,113.6919459,22875
-0.316355015,100.0313729,58554
0.834229563,99.56378899,33030
-0.968340025,100.3886828,21563
-2.693275999,111.6325227,6546
-2.67986206,111.6248611,142879
-6.841598319,107.2791991,10059
-8.007536439,112.5849873,6336
-6.833712666,111.0430156,34926
0.921166568,104.5040885,174607
-7.893095467,111.3750211,10098
-7.76352338,112.88627,5079
-8.06546179,112.5190284,12648
-8.21246793,112.7538302,94280
-7.764211431,112.7377135,26325
-1.629917723,103.6061904,17554
-1.321206466,102.1223776,167019
-1.972022616,101.3469478,13947
-2.062752648,101.3981725,3483
-1.079538511,103.0695738,23068
-7.978247753,113.8767375,17523
-7.734650217,113.6904856,45655
-8.13456,113.73257,3495
-8.114484227,113.3428674,24196
-7.838900675,113.4429569,22380
-7.733151369,111.3425062,4450
-7.777750508,112.0856,21183
-7.73274,112.22423,2768
-7.393862265,109.3529116,35019
-7.703275713,109.793008,15741
-7.37838739,109.4144239,2759
-7.528699746,109.164505,2826
-7.54305956,109.8109178,20986
-7.39382357,109.7127181,1767
-7.47944499,108.7912359,59757
-7.703819843,109.0188552,740
-7.35870225,109.2781491,6661
-7.544518565,109.2258702,91009
-7.456329424,109.5127895,116885
2.098806948,99.83028955,238858
3.01060125,99.70053522,4115
2.962942126,99.79719355,79866
0.82886361,110.4306761,11513
-0.038487774,110.1146518,7865
0.819535375,109.4839756,32850
0.021285632,110.8895008,20715
0.82967,110.43333,2440
0.486701291,112.4822503,6540
-4.483752139,119.6089501,21469
-4.548723027,120.3211327,101798
-5.151166082,119.4158914,16050
-5.52684206,128.2434072,7506
2.0102,102.6981,1053
3.484,102.4266,4394
4.602,100.7979,7296
1.5017,103.7414,947
1.6728,103.6325,581
2.7518,101.9428,5970
5.4457,100.4566,6312
3.0232,101.4621,3719
3.1185,101.6757,2759
-7.401692343,110.3946091,2573
-7.850706449,110.2211176,5733
-7.65078428,110.2800828,9782
-7.809688804,110.440332,44809
-7.920148227,110.4679866,5096
-7.665477008,110.0437178,1274
-8.544133244,115.4035069,95487
-8.127454007,115.3453334,16569
-2.111302732,115.1661037,716
-3.000218596,114.3935468,5800
-6.320944894,106.9487993,6412
-6.182939129,106.9829559,29388
5.580938609,95.37575339,218398
4.986577629,97.71915912,6190
5.570213779,95.33007054,12033
5.3004146,95.5992188,1705
-0.911651091,116.7924962,4477
-0.500431944,117.1478248,354283
-0.49085777,117.1283098,31292
3.606054909,116.9120021,10811
-4.02153,103.25109,3131
-3.202754444,102.312887,636
-3.273960671,102.9398017,902
-4.464003645,102.9086544,18877
-4.404509015,119.6101397,25465
-3.931544,119.7969495,97452
-3.897625189,119.9951938,10
-6.838443386,106.7912209,919
-6.899782642,106.9331693,240
-7.204740426,106.8736529,6067
-8.055173487,110.8151235,8847
-7.960588147,110.8460296,6286
-7.333747035,111.0828878,661
-7.424259362,111.0228354,995109
-8.419498671,115.4224403,31717
-5.301350577,122.3203622,20996
-5.461070836,122.6074537,70036
-3.866773511,122.0499259,58790
-6.207657544,106.8411388,13610
-8.589598177,116.4293449,15537
-6.74279161,108.2905014,11493
0.545226566,123.0569943,17242
1.474433956,124.8708132,279
-1.266928312,116.8375194,12724
-1.3541555,116.6670535,62493
4.138093998,117.6579566,116432
0.324545554,101.0284093,28842
-0.322303896,103.1558359,62241
-6.988291826,112.5556681,11785
-1.008084651,120.3772932,38359
-0.792440978,119.8760484,1946
-2.671876192,118.8933052,76118
-7.94106312,113.8105657,47685
-8.220634413,113.2267088,7328
-8.11028737,113.0976792,9955
-8.059557453,113.8305522,51913
1.027186368,103.4129087,9777
-7.552127225,112.303808,130039
-7.842746642,112.0294254,3467
-7.581144577,111.6069538,37315
-8.257286255,111.7067151,2748
-7.567636871,112.0625376,12316
-7.814317827,111.9988757,6749
-8.065251678,111.706854,3258
-7.561359782,111.7546851,507550
-7.571102526,111.5264072,6282
-6.925506605,107.6367009,70582
0.87555,99.561163,94
-0.20460266,100.017635,504
-0.691646488,100.9629294,16170
0.86659301,99.55832612,146236
-7.704706504,114.0088342,46207
0.50199,100.03893,11665
-0.409380916,100.5975278,762
-8.117610457,113.7489545,3104
-8.281629826,114.3173371,568
-7.887188118,111.3415906,6218
-7.617401611,109.032238,10618
-7.37685723,109.6178441,25149
-7.415060766,109.1966311,8337
-7.354705094,109.0826624,988
2.96381,99.794,3004
-0.015454491,109.3415045,677072
0.344209563,109.6287984,7402
0.384421853,109.9498994,53745
-2.960091679,119.9133606,19886
-5.149581771,119.4640454,42912
4.6162,101.086,4157
6.2439,99.9533,12166
5.0356,102.0247,1219
4.907,100.6029,3686
-7.478627673,110.2229831,19406
-7.528281344,110.2139637,49477
-7.7968201,110.3653261,1191
-7.711568125,110.0200908,33626
-7.720441325,109.939645,16785
-7.762491186,110.347399,8683
-7.519541962,110.2407363,1847
-7.862528407,110.3683953,26065
-7.850313201,110.4101493,10859
5.252498045,95.9418122,7390
5.128792829,97.39526396,4409
4.232635557,96.30693779,11088
4.470612223,97.97217237,85875
-8.369148542,115.3728204,3766
-8.675833989,115.2386398,132045
